Country name,Regional indicator,year,Ladder score,worked hour,Total,Male,Female,GDP,GDP Growth (%)
Slovak Rep.,Central and Eastern Europe,2019,6.198,1692.0,70.44291,73.78229,66.83575,99543529380.0,2.275899182
Slovak Rep.,Central and Eastern Europe,2020,6.280600071,1572.0,69.11129,72.81216,65.67661,96969818950.0,-2.585512529
Slovak Rep.,Central and Eastern Europe,2021,6.330900192,1583.0,69.05221,74.34456,65.48698,103000000000.0,5.72698854
Slovak Rep.,Central and Eastern Europe,2022,6.390699863,1622.0,71.42759,74.98701,67.47844,103000000000.0,0.449673875
Slovak Rep.,Central and Eastern Europe,2023,6.468599796,1631.0,71.94624,76.53414,68.63446,104000000000.0,1.378337272
Slovenia,Central and Eastern Europe,2015,5.848,1687.0,65.37949,69.21818,61.2889,42709468270.0,2.393308724
Slovenia,Central and Eastern Europe,2016,5.768,1652.0,65.28672,68.3952,62.02378,44005450330.0,3.034413954
Slovenia,Central and Eastern Europe,2017,5.757999897,1622.0,69.2854,72.21873,66.18094,46282470350.0,5.17440454
Slovenia,Central and Eastern Europe,2018,5.948,1603.0,70.99657,74.18477,67.58276,48309217550.0,4.379081716
Slovenia,Central and Eastern Europe,2019,6.118,1601.0,71.09039,73.61954,68.33546,50002577210.0,3.505251668
Slovenia,Central and Eastern Europe,2020,6.363399982,1532.0,69.37886,72.08136,66.44867,47959972850.0,-4.084998153
Slovenia,Central and Eastern Europe,2021,6.460700035,1593.0,71.68494,74.80597,68.31157,51983646870.0,8.389650321
Slovenia,Central and Eastern Europe,2022,6.630099773,1610.0,73.01417,76.00938,69.75636,53386808990.0,2.699237557
Slovenia,Central and Eastern Europe,2023,6.64989996,1616.0,72.91627,75.37746,70.21083,54514654360.0,2.112591843
Spain,Western Europe,2015,6.329,1694.2,56.99921,63.18058,52.74573,1210000000000.0,4.060866697
Spain,Western Europe,2016,6.361,1701.5,59.05664,64.86621,54.5192,1240000000000.0,2.915156028
Spain,Western Europe,2017,6.402999878,1692.4,60.43689,66.8614,55.78647,1280000000000.0,2.896042081
Spain,Western Europe,2018,6.31,1697.6,61.72195,68.14787,57.0131,1310000000000.0,2.395411204
Spain,Western Europe,2019,6.354,1677.5,63.00417,68.58813,57.95883,1330000000000.0,1.961178532
Spain,Western Europe,2020,6.400899887,1557.8,59.33884,68.05482,54.0432,1190000000000.0,-10.94007066
Spain,Western Europe,2021,6.490699768,1633.0,62.36332,66.23281,57.41967,1270000000000.0,6.683144185
Spain,Western Europe,2022,6.476299763,1652.2,64.39708,68.9411,59.29983,1350000000000.0,6.179312226
Spain,Western Europe,2023,6.436200142,1632.3,65.39603,69.22561,60.48394,1380000000000.0,2.675663493
Sweden,Western Europe,2015,7.364,1465.0,75.35756,76.38591,73.61509,502000000000.0,4.410140676
Sweden,Western Europe,2016,7.291,1478.0,75.80502,77.10467,73.87751,513000000000.0,2.349740804
Sweden,Western Europe,2017,7.28399992,1466.0,76.38529,77.72754,74.67766,523000000000.0,1.825156015
Sweden,Western Europe,2018,7.314,1465.0,76.72662,78.29617,75.12091,533000000000.0,1.902964588
Sweden,Western Europe,2019,7.343,1453.0,76.33285,78.24496,74.35812,546000000000.0,2.549647853
Sweden,Western Europe,2020,7.353499889,1426.0,75.54813,76.38519,71.71453,535000000000.0,-2.005337504
Sweden,Western Europe,2021,7.362699986,1447.0,74.12341,78.08557,73.36762,567000000000.0,5.937508573
Sweden,Western Europe,2022,7.384300232,1440.0,76.35196,79.32739,75.16427,576000000000.0,1.459288508
Sweden,Western Europe,2023,7.395199776,1437.0,77.45321,78.831,76.18246,574000000000.0,-0.310670185
United Kingdom,Western Europe,2015,6.867,1525.0,73.74454,78.63214,68.98146,2930000000000.0,2.222888449
United Kingdom,Western Europe,2016,6.725,1541.0,74.39095,79.172,69.74352,2980000000000.0,1.921710078
United Kingdom,Western Europe,2017,6.714000225,1536.0,74.92741,79.38068,70.61037,3060000000000.0,2.656504893
United Kingdom,Western Europe,2018,7.19,1536.0,75.41795,79.96957,71.01855,3110000000000.0,1.405190266
United Kingdom,Western Europe,2019,7.054,1537.0,76.00365,80.16853,71.9862,3160000000000.0,1.624475159
United Kingdom,Western Europe,2020,7.164500237,1364.0,74.31362,79.22892,71.77031,2830000000000.0,-10.29691887
United Kingdom,Western Europe,2021,7.063600063,1498.0,75.05193,77.70227,71.88836,3070000000000.0,8.575950905
United Kingdom,Western Europe,2022,6.942500114,1531.0,75.13017,78.34392,71.93703,3220000000000.0,4.839085147
United Kingdom,Western Europe,2023,6.795599937,1524.0,74.8,78.81519,71.74648,3230000000000.0,0.339966158
United States,North America and ANZ,2015,7.119,1830.0,68.68673,74.02953,63.34885,18300000000000.0,2.945550455
United States,North America and ANZ,2016,7.104,1822.0,69.36176,74.6784,64.05323,18600000000000.0,1.819451475
United States,North America and ANZ,2017,6.993000031,1820.0,70.26875,75.10672,65.15891,19100000000000.0,2.457622303
United States,North America and ANZ,2018,6.886,1826.0,70.73598,75.97014,65.65681,19700000000000.0,2.966505069
United States,North America and ANZ,2019,6.892,1817.0,71.46462,76.24315,66.44006,20200000000000.0,2.58382533
United States,North America and ANZ,2020,6.939599991,1789.0,62.39746,67.75359,57.20111,19700000000000.0,-2.163029139
United States,North America and ANZ,2021,6.951499939,1813.0,68.90945,73.75599,64.19242,20900000000000.0,6.055052933
United States,North America and ANZ,2022,6.976799965,1804.0,71.26346,76.08835,66.521,21400000000000.0,2.51237532
United States,North America and ANZ,2023,6.893700123,1799.0,71.95971,76.51293,67.43199,22100000000000.0,2.887556009
